idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000283860,PABLO MAGE IMBACHI,"Módulos de Abonado de Prueba, MAP NEAX 61S",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,1994,,,
0000283860,PABLO MAGE IMBACHI,Sistema de Desarrollo Integrado SDI 85,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,1993,,,
0000040363,CONSUELO MONTES ROJAS,Acervo,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,,,Colombia,2000,"Biotecnología, Ciencia y tecnologia","Ciencias Naturales -- Ciencias Biológicas -- Botánica y Ciencias de las Plantas, Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agronomía",Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos
0001131001,"SOCORRO ANAYA FLOREZ, MARGARITA CHAGUENDO, DORA ENITH TOBAR TOSSE",PLANTULAS DE ORQUIDEAS IN VITRO,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,"BIOTECNOLOGIA, CULTIVO IN VITRO, ORUIDEAS",Ciencias Naturales -- Ciencias Biológicas -- Otras Biologías,
0001131001,DORA ENITH TOBAR TOSSE,PROGRAMA DE RECICLAJE DE RESIDUOS SOLIDOS,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2005,"MEDIO AMBIENTE, RECICLAJE","Ciencias Sociales -- Sociología -- Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia), Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)",
0000245968,ROMAN OSPINA MONTEALEGRE,especies forestales asociadas a los guaduales: Guia de campo para la identificación taxonómica,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0001008269,ALEXANDER ZUNIGA COLLAZOS,"Sinteis de un fertilizante foliar a partir de un residuo industrial, La Vinaza.",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2000,,"Ciencias Naturales -- Ciencias Químicas -- Química Orgánica, Ciencias Sociales -- Economía y Negocios -- Negocios y Management",
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,"100 fichas técnicas sobre evaluación física, química y biológica de suelos con su respectiva recomendación",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2004,"chontaduro, Suelos, Análisis de suelos, Análisis físicos, químicos y biológicos","Ciencias Naturales -- Ciencias Químicas -- Química Orgánica, Ciencias Naturales -- Ciencias Biológicas -- Biología Celular y Microbiología","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Aprendiendo de nuestro recurso suelo,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2004,"Microroganismos Solubilizadores de fósforo, Suelos, CARACTERIZACION, caldos microbianos","Ciencias Naturales -- Ciencias Biológicas -- Biología Celular y Microbiología, Ciencias Naturales -- Ciencias Químicas -- Química Orgánica","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Guía practica para el cultivo de peces con sustitución parcial de concentrado comercial por lombriz roja californiana,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2001,"Lombriz Roja Californiana, Pellet, Peces, Concentrado para peces",Ciencias Naturales -- Ciencias Químicas -- Química Orgánica,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000170585,ISABEL DEL SOCORRO BRAVO REALPE,Guía practica para la elaboración de Abonos a partir de desechos agropecuarios,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2001,"Lombriz Roja Californiana, Lombricompuesto, Bioabonos, ABONOS ORGANICOS",Ciencias Naturales -- Ciencias Químicas -- Química Orgánica,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CARLOS HERNAN PARDO ROA, GUSTAVO ADOLFO RODRIGUEZ DUQUE",Intervención Colegio Antonio Garcia Paredes. Popayán,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,"DESARROLLO ESCOLAR, REVITALIZACION ARQUITECTONICA, HABITAT ESCOLAR",Humanidades -- Arte -- Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, INGRID ALEJANDRA BOLANOS, DIANA MILENA RAMIREZ, PABLO ANDRES MURCIA",Diseño Paisajístico Parque No 2 de la ciudadela Futuro Las Guacas,Producción técnica - Productos tecnológicos - Otro,False,Parque No 2 Ciudad Futuro Las Guacas,sin numero Octubre 31 de 2007,Colombia,2008,"PAISAJISMO, PARQUE",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, GUSTAVO ADOLFO RODRIGUEZ DUQUE, CARLOS HERNAN PARDO ROA","Diagnóstico Sector Educativo de Popayán. Comunas 6,7 y 9.",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,"HABITAT ESCOLAR, REVITALIZACION ARQUITECTONICA, DESARROLLO ESCOLAR",Humanidades -- Arte -- Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CARLOS HERNAN PARDO ROA, GUSTAVO ADOLFO RODRIGUEZ DUQUE","Consideraciones para estudio y aplicación de futuras intervenciones. Instituciones Educativas:Antonio Garcia Paredes, El Mirador,Jose Eusebio Caro y Metropolitano Maria Occidente. Popayán",Producción técnica - Productos tecnológicos - Otro,False,Consideraciones para estudio y aplicación de futuras intervenciones Instituciones Educativas-Popayán.,,Colombia,2010,"DESARROLLO ESCOLAR, HABITAT ESCOLAR, REVITALIZACION ARQUITECTONICA",Humanidades -- Arte -- Arquitectura y Urbanismo,"Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, ARTEMIO DOMINGUEZ, MARIO GAVIRIA",Diseño paisajístico del Parque No 1. Ciudad Futuro Las Guacas.,Producción técnica - Productos tecnológicos - Otro,False,Parque No 1 Ciudad Futuro Las Guacas,sin numero Octubre 31 de 2007,Colombia,2008,"PARQUE, PAISAJISMO",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000642452,SORY ALEXANDER MORALES FERNANDEZ,Creación banco de Datos de la Secretaria de Planeación,Producción técnica - Productos tecnológicos - Otro,False,Creación banco de datos y proyectos de vivienda de interes social Funes,27-11-2009,Colombia,2009,"NORMATIVIDAD URBANA, POLITICA PUBLICA, VIVIENDA SOCIAL",Ciencias Sociales -- Geografía Social y Económica -- Estudios Urbanos (Planificación y Desarrollo),"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,SORY ALEXANDER MORALES FERNANDEZ,Diagnóstico del estado actual de la Vivienda en el Municipio de Funes.,Producción técnica - Productos tecnológicos - Otro,False,Diagnostico vivienda urbana Funes Nariño,27-11-2009,Colombia,2009,"VIVIENDA SOCIAL, VIVIENDA UNIFAMILIAR",Ciencias Sociales -- Geografía Social y Económica -- Estudios Urbanos (Planificación y Desarrollo),"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda"
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, CARLOS ALBERTO GOMEZ",Diseño Parque de la Expresión. Popayán.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2009,"DISEÑO, PARQUE, BIBLIOTECA, LUDOTECA, VEGETACION",Humanidades -- Arte -- Arquitectura y Urbanismo,Desarrollo Urbano
0000676705,"JUAN CARLOS OLIVAR CASTILLO, MAURICIO PECHENE","Propuesta de diseño urbano paisajístico, para la intervención del entorno inmediato a la central de sacrificios del municipio de Piendamó cauca.",Producción técnica - Productos tecnológicos - Otro,False,"Diseño urbano paisajístico, entorno inmediato a la central de sacrificios del municipio de Piendamó cauca.",,Colombia,2011,"Arquitectura y Paisaje,, Diseño de espacio publico",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676705,"JUAN CARLOS OLIVAR CASTILLO, MAURICIO PECHENE",Diagnóstico de sector del barrio rosario inmediaciones de la central de sacrificios Piendamó Cauca.,Producción técnica - Productos tecnológicos - Otro,False,DIAGNOSTICO BARRIO EL ROSARIO-PIENDAMO CAUCA,,Colombia,2011,"Diseño del paisaje, Diseño de espacio publico",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676705,"JUAN CARLOS OLIVAR CASTILLO, MAURICIO PECHENE",Análisis del sector del barrio Rosario inmediaciones de la central de sacrificios Piendamó Cauca.,Producción técnica - Productos tecnológicos - Otro,False,ANALISIS BARRIO EL ROSARIO -PIENDAMO,,Colombia,2011,,Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676705,"JUAN CARLOS OLIVAR CASTILLO, RODRIGO CASTRO, CESAR RODRIGO PALTA ESPINOSA, YUCED GAVIRIA NARVAEZ",Proyecto- Diseño de infraestructura arquitectonica sede de Bomberos en Santander de Quilichao.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,"Proyectos, diseño, bomberos, arquitectonico",Humanidades -- Arte -- Arquitectura y Urbanismo,Actividades de asesoramiento y consultoría a las empresas - Asesoramiento y consultoría en arquitectura e ingeniería
0000676705,JUAN CARLOS OLIVAR CASTILLO,Diagnostico ambiental cualitativo del sector urbano de la Estacion de Bomberos en Santander de Quilichao - Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,Diagnostico ambiental cualitativo Bomberos,Humanidades -- Arte -- Arquitectura y Urbanismo,
0000676705,JUAN CARLOS OLIVAR CASTILLO,Levantamiento planimetrico y altimetrico de la infraestructura arquitectonica patrimonial existente sede de Bomberos Santander de Quilichao - Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,,,
0000676705,"JUAN CARLOS OLIVAR CASTILLO, RODRIGO CASTRO, YUCED GAVIRIA NARVAEZ, CESAR RODRIGO PALTA ESPINOSA",Propuesta de diseño capilla de la reclusion de mujeres de Popayan - Cauca,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,"diseño, arquitectonico, Capilla, carcelario, mujeres",Humanidades -- Arte -- Arquitectura y Urbanismo,Actividades de asesoramiento y consultoría a las empresas - Asesoramiento y consultoría en arquitectura e ingeniería
0000676705,"JUAN CARLOS OLIVAR CASTILLO, WILLIAM CHANTRE MENDEZ, JULIAN ANDRES FERNANDEZ PARRA, INGRID MARCELA MONTILLA","Diseño de infraestructura arquitectonica y paisajistica del acceso y zona de alojamiento fiscales del centro penitenciario epa,cas establecimineto penitencairio de alta y mediana seguridad y carcelario con alta seguridad de Popayan - Cauca.",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2012,"Arquitectura y Paisaje,, arquitectonico, diseño, infraestructura, establecimiento carcelario",Humanidades -- Arte -- Arquitectura y Urbanismo,Actividades de asesoramiento y consultoría a las empresas - Asesoramiento y consultoría en arquitectura e ingeniería
0000676705,"JUAN CARLOS OLIVAR CASTILLO, YUCED GAVIRIA NARVAEZ, CESAR RODRIGO PALTA ESPINOSA, RODRIGO CASTRO",Analisis ambiental cualitativo del sector urbano de la estacion de Bomberos de Santander de Quilichao - Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,"analisis, ambiental, bomberos, cualitativo",Humanidades -- Arte -- Arquitectura y Urbanismo,Actividades de asesoramiento y consultoría a las empresas - Asesoramiento y consultoría en arquitectura e ingeniería
0000676705,"JUAN CARLOS OLIVAR CASTILLO, FABIAN OSWALDO ALEGRIA AGREDO, PABLO ANDRES CHAVEZ TORRES",Propuesta Arquitectónica Barrio Las Palmas. Timbio-Cauca,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,"Vivienda, Habitabilidad, Comunidad, Bajo costo, Sistema constructivo",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676705,"JUAN CARLOS OLIVAR CASTILLO, FABIAN OSWALDO ALEGRIA AGREDO, PABLO ANDRES CHAVEZ TORRES",Análisis de la vivienda social en Timbio. Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,"Vivienda, Habitabilidad, Comunidad, Sistema constructivo, Bajo costo",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Planeamiento y gestión de las ciudades, incluso política y planeamiento de vivienda, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676705,"JUAN CARLOS OLIVAR CASTILLO, OLVER GARCES","Diseño urbano para la recuperación del espacio público en el sector comprendido entre la calle 2 y 8, en La Dorada Putumayo.",Producción técnica - Productos tecnológicos - Otro,False,Diseño Espacio Público. La Dorada Putumayo,,Colombia,2011,"Diseño del paisaje, Espacio publico, Diagnóstico, Recuperación",Humanidades -- Arte -- Arquitectura y Urbanismo,"Desarrollo Urbano, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000676446,"SANDRA PATRICIA ARTUNDUAGA LOMBO, NORMA ROCIO GUARAMA RUALES, MAGALY LORENA RUIZ SAMBONI","Diagnóstico ambiental cualitativo del área de hospitalización pediátrica del Hospital Universitario San José de Popayán, E.S.C",Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,Diagnóstico Ambiental Cualitativo Area Pediatrica. HUSJ-Popayan,09-10-2010,Colombia,2010,"Consideración de espacios pediátricos, Espacios pediatricos hospitalarios, Humanización de los espacios",Humanidades -- Arte -- Arquitectura y Urbanismo,"Salud humana - Cuidado a la salud de las personas, Salud humana - Políticas, planeamiento y gestión en salud, Salud humana - Cuidado a la salud de las poblaciones humanas"
0000676446,"SANDRA PATRICIA ARTUNDUAGA LOMBO, NORMA ROCIO GUARAMA RUALES, MAGALY LORENA RUIZ SAMBONI",Revisión del tema de consideraciones de diseño arquitectónico en espacios de hospitalización pediátrica,Producción técnica - Productos tecnológicos - Otro,False,Consideraciones Diseño Hospitalización Pediatrica,09-10-2010,Colombia,2010,"Consideración de espacios pediátricos, Humanización de los espacios, Espacios pediatricos hospitalarios",Humanidades -- Arte -- Arquitectura y Urbanismo,Salud humana - Cuidado a la salud de las personas
0000676446,"SANDRA PATRICIA ARTUNDUAGA LOMBO, ALFREDO ALEJANDRO BUSTOS ANDRADE",Propuesta espacial del albergue el Vergel. Nariño.,Producción técnica - Productos tecnológicos - Otro,False,Propuesta arquitectónica para albergue temporal,,Colombia,2010,"Albergues temporales, Arquitectura Bioclimática, Calentamiento global, Desastre Natural",Humanidades -- Arte -- Arquitectura y Urbanismo,Desarrollo Urbano
0000676446,"SANDRA PATRICIA ARTUNDUAGA LOMBO, NORMA ROCIO GUARAMA RUALES, MAGALY LORENA RUIZ SAMBONI",Formatos de sistematización de levantamiento de información que permitan diagnosticar aspectos cualitativos de los espacios arquitectónicos de hospitalización pediátrica.,Producción técnica - Productos tecnológicos - Otro,False,Formatos Sistematizacion,09-10-2010,Colombia,2010,"Consideración de espacios pediátricos, Espacios pediatricos hospitalarios, Humanización de los espacios",Humanidades -- Arte -- Arquitectura y Urbanismo,Salud humana - Cuidado a la salud de las personas
0000902284,TOMAS CASTRILLON VALENCIA,"Levantamiento planimetrico y altimetrico, Viviendas sector historico de Popayan, Barrios El empedrado, San camilo y Hernando lora",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,Levantamiento planimetrico sector historico,Humanidades -- Arte -- Arquitectura y Urbanismo,Salud humana - Otro
0001437370,NASLY YANID DELGADO ESPINOSA,"Columna de adsorción con carbón activado en polvo, flujo descendente",Producción técnica - Productos tecnológicos - Otro,False,Columna de adsorción,,Argentina,2018,,,
0001409555,"DEYANIRA CALDERON TORRES, KELLY GIOVANNA MUNOZ BALCAZAR",Plataforma de datos para georreferenciación FUPDHES,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,Plataforma de georreferenciación FUPDHES ,,Colombia,2018,"territorio, desplazamiento forzado, Comunicación y desarrollo, cartografia social, dinamicas rur-urbanas, patrimonio biocultural, sociedades afroindoamericanas","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Desarrollo rural
0000268453,"OLGA LUCIA CADENA DURAN, TALLER PARA EL ANÁLISIS E IDENTIFICACIÓN DE SATISFACTORES Y NECESIDADES DE LAS COMUNIDADES",A PARTIR DE LAS PRÁCTICAS AGROECOLÓGICAS,Producción técnica - Productos tecnológicos - Otro,False,Metodología para identificar necesidades y satisfactores en Agroecología,,Colombia,2015,"agroecología, sinergias","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",Desarrollo rural
0000268453,OLGA LUCIA CADENA DURAN,Fichas etnobotánicas,Producción técnica - Productos tecnológicos - Otro,False,Fichas etnobotánicas,,Colombia,2014,"agroecología, ambiente y cultura, agricultura tradicional, economía ecológica, Etnobotánica","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",Desarrollo rural
0000268453,OLGA LUCIA CADENA DURAN,Propuesta metodológica para la presentación de proyectos,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0000796158,LINA MARIA LOPEZ ROA,CD interactivo de evaluacion Osteomuscular,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2009,,,
0000524840,CARLOS CORREDOR JIMENEZ,El papel del cooperativismo en el discurso del desarrollo rural durante la decada de los 70 y 80 para el departamento del Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2005,,,
0000667021,FRANCISCO JAVIER ORTEGA,Página Web como herramienta de apoyo a la formación en Costos,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,,,
0000667021,FRANCISCO JAVIER ORTEGA,Página web como herramienta de apoyo en la formación en la metodología de la investigación,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,,,
0000667021,FRANCISCO JAVIER ORTEGA,Página web como herramienta de apoyo para la formación en teoría contable,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,,,
0000269140,LUIS FREDDY MUNOZ SANABRIA,Análisis y Diseño para la aplicación BALANCE SCORE CARD,Producción técnica - Productos tecnológicos - Otro,False,BALANCE SCORE CARD,,Colombia,2009,,,
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE NÓMINAS E INCAPACIDADES,Producción técnica - Productos tecnológicos - Gen Clonado,False,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE NÓMINAS E INCAPACIDADES,,Colombia,2022,,,
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,DISEÑO PÁGINA WEB SEMILLERO,Producción técnica - Productos tecnológicos - Otro,False,PÁGINA WEB DEVENIAC,,Colombia,2019,,,
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,GUÍA DE HERRAMIENTAS LIBRES TIC PARA EL TRABAJO EN CASA,Producción técnica - Productos tecnológicos - Otro,False,GUÍA DE HERRAMIENTAS LIBRES TIC PARA EL TRABAJO EN CASA,,Colombia,2019,,,
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,IMPLEMENTACIÓN DE PLATAFORMA CAMPUS VIRTUAL,Producción técnica - Productos tecnológicos - Otro,False,PLATAFORMA CAMPUS VIRTUAL DEVENIAC,,Colombia,2020,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,APUESTA MINERA - CADENAS Y MINICADENAS PRODUCTIVAS EN MINERIA EN EL DEPARTAMENTO DEL CAUCA,Producción técnica - Productos tecnológicos - Otro,False,APUESTA MINERA - CADENAS Y MINICADENAS PRODUCTIVAS EN MINERIA EN EL DEPARTAMENTO DEL CAUCA,,Colombia,2007,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,APUESTA MINERA PARA EL DEPARTAMENTO DEL CAUCA,Producción técnica - Productos tecnológicos - Otro,False,APUESTA MINERA - CAUCA,CAMARA DE COMERCIO - FRANCISCO JOSE IDROBO IDROBO,Colombia,2005,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,PRIMEROS AUXILIOS PSICOLOGICOS APLICADOS A SITUACIONES DE EMERGENCIA,Producción técnica - Productos tecnológicos - Otro,False,PRIMEROS AUXILIOS PSICOLOGICOS APLICADOS A SITUACIONES DE EMERGENCIA,,Colombia,2009,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,PROYECTO MINERO EL VINAGRE - EMICAUCA SA,Producción técnica - Productos tecnológicos - Otro,False,PROYECTO MINERO EL VINAGRE - EMICAUCA SA,,Colombia,2007,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,PROCESOS DE LEGALIZACION DE LA MINERIA EN TERRITORIOS INDIGENAS,Producción técnica - Productos tecnológicos - Otro,False,PROCESOS DE LEGALIZACION DE LA MINERIA EN TERRITORIOS INDIGENAS,,Colombia,2008,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,METODOLOGIA DE PRODUCCION LIMPIA EN EL SECTOR ALFARERO,Producción técnica - Productos tecnológicos - Otro,False,METODOLOGIA DE PRODUCCION LIMPIA EN EL SECTOR ALFARERO,10-10-2008,Colombia,2008,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,RECONVERSION TECNOLOGICA PARA LA IMPLEMENTACION DE PROCESOS LIMPIOS DE PRODUCCION EN EL SECTOR ALFARERO DEL MUNICIPIO DE EL TAMBO - CAUCA,Producción técnica - Productos tecnológicos - Otro,False,RECONVERSION TECNOLOGICA PARA LA IMPLEMENTACION DE PROCESOS LIMPIOS DE PRODUCCION EN EL SECTOR ALFARERO DEL MUNICIPIO DE EL TAMBO - CAUCA,ASOCIACION DE ALFAREROS DE EL TAMBO - FRANCISCO JOSE IDROBO,Colombia,2007,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,MINI-CADENA PRODUCTIVA DE LA ARCILLA,Producción técnica - Productos tecnológicos - Otro,False,MINI-CADENA PRODUCTIVA DE LA ARCILLA,,Colombia,2007,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,ACOMPAÑAMIENTO Y LEGALIZACION DE PROYECTOS MINEROS EN VITONCO,Producción técnica - Productos tecnológicos - Otro,False,ACOMPAÑAMIENTO Y LEGALIZACION DE PROYECTOS MINEROS EN VITONCO,,Colombia,2008,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,MINERIA EN EL TAMBO,Producción técnica - Productos tecnológicos - Otro,False,MINERIA EN EL TAMBO,,Colombia,2008,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,PRODUCCION LIMPIA EN MINERIA,Producción técnica - Productos tecnológicos - Otro,False,PRODUCCION LIMPIA EN MINERIA,,Colombia,2009,,,
0001368209,FRANCISCO JOSE IDROBO IDROBO,RECIRCULACION DE RIPIOS,Producción técnica - Productos tecnológicos - Otro,False,RECIRCULACION DE RIPIOS,EMICAUCA SA - FRANCISCO JOSE IDROBO IDROBO,Colombia,2007,,,
0001366781,JUAN PABLO PRADO MEDINA,Plan Integral de Ordenamiento Comunitario para el Manejo de Cuencas Hidrográficas en el Corregimiento de Sata Rita Municipio de la Vega Cauca,Producción técnica - Productos tecnológicos - Otro,False,,FD07-54,Colombia,2008,,,
0001536699,"JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ, DIEGO MANUEL DUSSAN MUNOZ, JOHN ROBERT MUNOZ CHAVEZ, JORGE ELIECER MANRIQUE JULIO","EcoSecador de café, optimización",Producción técnica - Productos tecnológicos - Otro,False,EcoSecador de café,,Colombia,2018,,,
0001469142,"GIOVANNI ALEJANDRO VARONA BELTRAN, KAREN DELGADO DELGADO, CAMILO ELIAS MONTILLA BUITRAGO, HECTOR SAMUEL VILLADA CASTILLO",Proceso de obtención de películas biodegradables para la fabricación de guantes para el consumo de alimentos,Producción técnica - Productos tecnológicos - Otro,False,Guante desechable Biodegradable ,,Colombia,2016,,,
0001363087,"LUZ ADRIANA PLAZAS PEMBERTHY, CARLOS AUGUSTO ANDRADE ERASO, ALVARO PRADA VELASQUEZ, ANDRES EDUARDO MANTILLA ZARATE, GERMAN CASTILLO SALAMANCA, JORGE ANDRES PRADA MEJIA, SISTEMA DE MONITOREO PERMANENTE DE PRESIÓN TEMPERATURA EN FONDO DE POZO",MULTIPLE O SERIAL EN TIEMPO REAL,Producción técnica - Productos tecnológicos - Otro,False,"SISTEMA DE MONITOREO PERMANENTE DE PRESIÓN TEMPERATURA EN FONDO DE POZO, MULTIPLE O SERIAL EN TIEMPO REAL",,Colombia,2016,"monitoreo, petroleo, producción","Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles",Industrias extractivas - Extracción de petróleo y servicios correlacionados
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,Directorio Latinoamericano de Publicaciones en Acceso Abierto - DLPAA,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,Directorio Latinoamericano de Publicaciones en Acceso Abierto - DLPAA¿,,Colombia,2016,"Acceso Abierto, Índice Bibliográfico Internacional (IBI)",Ciencias Médicas y de la Salud -- Biotecnología en Salud -- Ética Relacionada con la Biomedicina,"Educación - Educación superior, Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos"
0000013528,"ANDRES JOSE CASTRILLON MUNOZ, APOLINAR FIGUEROA CASAS",Videoclip proomocional del Cauca Ecoturístico y Multicultural,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2001,"Alternativa, Ecoturística, Multicultural, Humanidad",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Otros sectores - Otro
0000013528,"ANDRES JOSE CASTRILLON MUNOZ, LUISA FERNANDA ZAPATA ARANGO, JOSE REINALDO MUNOZ RADA, JAIME BURBANO CASTILLO, JOHN ORTIZ",Inventario de Productos Turísticos del departamento del Cauca (Colombia),Producción técnica - Productos tecnológicos - Otro,False,http://www.siturismocauca.com/,Proyecto ID 2564,Colombia,2009,"Atractivo Turístico, Aplicaciones web, Bases de datos, Desarrollo Turistico",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Desarrollo de programas (software) y prestación de servicios en informática - Actividades de base de datos
0000013528,ANDRES JOSE CASTRILLON MUNOZ,TECNOCULTURALIDAD APLICADA AL TURISMO,Producción técnica - Productos tecnológicos - Otro,False,TECNOCULTURALIDAD,,Colombia,2004,tecnoculturality,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial"
0001431291,ALBERT PESQUISADOR INNOVATOR,asd,Producción técnica - Productos tecnológicos - Otro,False,asd,,Colombia,2014,,,
0001431291,ALBERT PESQUISADOR INNOVATOR,patente prueba,Producción técnica - Productos tecnológicos - Otro,False,patente jyanza,,Colombia,2018,,,
