idcvlac,nombre,fecha
0001372923,"BECA EXCENCIÒN MATRÌCULA DOCTORADO EN CIENCIAS AMBIENTALES UNIVERSIDAD DEL VALLE PERIODO 2022-1,UNIVERSIDAD DEL VALLE - SEDE CALI",Marzode 2022
0001372923,"BECA EXCENCIÒN MATRÌCULA DOCTORADO EN CIENCIAS AMBIENTALES UNIVERSIDAD DEL VALLE PERIODO 2022-2,UNIVERSIDAD DEL VALLE - SEDE CALI",Septiembrede 2022
0000898260,"Relacionamiento Interpersonal,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2016
0000898260,"Década de Servicio Unicomfacauca,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Abrilde 2016
0000898260,"Compromiso, Responsabilidad y participación activa,Colegio Mayor Del Cauca - Institución Universitaria",Mayode 2017
0000898260,"Iniciativa y Compromiso ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Mayode 2014
0000898260,"Proactividad y Creatividad ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2015
0000898260,"Reconocimiento a la Proactividad,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2014
0000898260,"PROYECCIÓN, DEDICACIÓN Y APORTES ACADÉMICOS ,Colegio Mayor Del Cauca - Institución Universitaria",Septiembrede 2021
0001286218,"Beca para estudios de Doctorado de COLCIENCIAS,Convocatoria 528 de 2011,UNIVERSIDAD DEL VALLE",Enerode 2012
0001286218,"Beca posdoctoral MINCIENCIAS contingente No. 80740-704-2020,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",Enerode 2022
0001737581,"COMO EGRESADO DESTACADO 2020 DEL PROGRAMA TECNOLOGIA AGROAMBIENTAL,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Diciembrede 2020
0001737581,"MENCION DE HONOR POR DESTACADA PARTICIPACION ARTISTICA EN LA TECNICA DE ACUARELA EN EL II SEMESTRE 2017,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2017
0001469142,"Investigador Junior ,Ministerio de Ciencia, Tecnología e Innovación",Octubrede 2021
0001469142,"Beca de maestría ,UNIVERSIDAD DEL CAUCA",Juniode 2015
0001592961,"Tesis Meritoria,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Juniode 2019
0000185997,"BECA UNIVERSITARIA COMFACAUCA,CAJA DE COMPENSACIÓN COMFACAUCA",Enerode 2016
0000185997,"TESIS MERITORIA ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Agostode 2021
0000185997,"BECA PROGRESA POSGRADOS,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Mayode 2022
0000878782,"Mejor Promedio en la carrera de Maestría en Apicultura Tropical,Universidad Nacional de Costa Rica",Mayode 2009
0000878782,"Dedicación y Esmero para continuar sus estudios de posgrado,Universidad Antonio Nariño, Popayán",Mayode 2011
0001365038,"Unicomfacauca - Resolución de rectoría 062  (noviembre 26 de 2012) por la cual se establece una distinción al docente que se destaque en el desarrollo de las actividades académicas en el primer periodo académico de 2012, en la Sede de Puerto Tejada (Cauca,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2012
0001337603,"Con el trabajo de grado se aporto para la construcción del Estatuto de Espacio Público del Municipio de Palmira Convenio Interinstitucional No. 040 entre el Municipio de Palmira, Secretaria de Planeación y Instituto de Estudios Ambientales de la Unal Col,ALCALDIA MUNICIPAL DE PALMIRA",Marzode 2009
0000594504,"Beca- MAZO INFIVALLE,infivalle",Juniode 2000
0000594504,"Mejor Bachiller Académico,Gimnasio del Calima",Juliode 2000
0000594504,"Mejor Ponencia Investigativa en Congreso,Universidad Pedro Ruiz Gallo",Agostode 2006
0000594504,"Mención de Honor ""Mejor Proyecto de Grado zona Occidental"",CONSEJO PROFESIONAL DE INGENIERIA QUIMCIA",Febrerode 2007
0000594504,"Premio a la ¨Excelencia Docente en el Aula de Clases¨,UNIVERSIDAD DEL NORTE",Noviembrede 2017
0000594504,"Premio a la ¨Excelencia Docente en el Aula de Clases¨,UNIVERSIDAD DEL NORTE",Noviembrede 2016
0000594504,"Tesis Meritoria a trabajo de grado ,UNIVERSIDAD DEL VALLE",Marzode 2007
0000594504,"Magna Cum Laude,FUNDACIÓN UNIVERSIDAD DEL NORTE",Septiembrede 2019
0001385427,"Beca Exención Derechos Academicos,Universidad Nacional de Colombia - Sede Palmira",Agostode 2016
0001385427,"Beca Exención Derechos Academicos,Universidad Nacional de Colombia - Sede Palmira",Enerode 2016
0001385427,"Beca Exención Derechos Academicos,Universidad Nacional de Colombia - Sede Palmira",Enerode 2017
0001385427,"Beca Exención Derechos Academicos,Universidad Nacional de Colombia - Sede Palmira",Febrerode 2017
0001385427,"Admisión Automática a Posgrado,Universidad Nacional de Colombia - Sede Palmira",Febrerode 2013
0001385427,"Joven Investigador,Universidad Nacional de Colombia - COLCIENCIAS",Abrilde 2014
0000070717,"Mejor docente integral ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2017
0000070717,"Mejor docente Integral,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2016
0001363087,"Subsidio Gente Pila Coomeva ,Coomeva",Febrerode 2011
0001363087,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Septiembrede 2005
0001363087,"Media Matricula de honor,UNIVERSIDAD DEL CAUCA",Septiembrede 2006
0001363087,"Mencion honorifica al trabajo de grado,UNIVERSIDAD DEL CAUCA",Abrilde 2012
0001237276,"Distinción a mejor promedio académico como profesora - Resolución de Rectoria Nº 049,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2014
0001062956,"Becada por la fundación Ceddet y el Instituto Español de comercio Exterior ICEX,Instituto Español de Comercio Exterior",Juniode 2008
0001062956,"Mención de honor por imagen y posicionamiento del Zeiky Popayán,Proexport Colombia",Juniode 2009
0001062956,"Reconocimiento por amplia trayectoria como funcionaria de la Cámara de Comercio del Cauca,CÁMARA DE COMERCIO DEL CAUCA",Juniode 2009
0001484919,"Media matricula de honor,UNIVERSIDAD DEL CAUCA",Enerode 2005
0000187233,"Matricula de Honor,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Enerode 2018
0000187233,"Reconocimiento como graduado destacado,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Octubrede 2021
0000187233,"Tesis meritoria - Distinción de trabajo meritorio al trabajo de grado de Ingeniería Industrial ¿DISEÑO DE LA DISTRIBUCIÓN EN PLANTA EN LA INDUSTRIA LICORERA DEL CAUCA MEDIANTE EL MÉTODO HEURÍSTICO CRAFT Y SIMULACIÓN DE EVENTOS DISCRETOS¿ ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Abrilde 2019
0000187233,"Reconocimiento por produccion en Investigación,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Agostode 2020
0000187233,"Máximo promedio de calificación docente, I periodo académico de 2022 en el programa de Ingeniería Industrial ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2022
0001415424,"Docente Integral,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2016
0000072474,"Reconocimiento por producción investigativa ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Diciembrede 2017
0000072474,"3 PUESTO PONENCIA ENCUENTRO DE SEMILLEROS DE INVESTIGACIÓN ,Universidad Santiago de Cali Seccional Palmira",Abrilde 2015
0000072474,"MEJOR TRABAJO BIOLOGICA VEGETAL - ACCB ,UNIVERSIDAD SANTIAGO DE CALI",Octubrede 2017
0000561460,"Proposición Número 029 Felicitaciones Ganador beca Estímulos a la Investigación y Creación,Consejo Académico Universidad del Cauca",de 2000
0000561460,"Ganador en la modalidad de Investigación en el área de ciencias sociales, subárea de Estudios sobre Gastronomía en la 11a educuñib de Becas Nacionales,Ministerio de Cultura: Estimulos a la Investigación y Creación",de 1999
0001580526,"Beca Docente Resolución 413/2015,UNIVERSIDAD DEL CAUCA",Juliode 2016
0001580526,"Beca Docente Resolución 068/2015,UNIVERSIDAD DEL CAUCA",Enerode 2016
0001580526,"Beca Docente Resolución 041/2015,UNIVERSIDAD DEL CAUCA",Enerode 2015
0001580526,"Apoyo económico para formación del Doctorado,UNIVERSIDAD DEL VALLE",Enerode 2017
0001580526,"Beca Docente Resolución 290/2015,UNIVERSIDAD DEL CAUCA",Juliode 2015
0001580526,"beneficiaria de la Convocatoria No. 891 de 2020, mecanismo 2 de Minciencias para estancia posdoctoral,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",Agostode 2021
0001626295,Medalla Camilo Torres,Octubrede 2004
0000667099,"Matrículo de Honor ,UNIVERSIDAD DEL CAUCA",Juniode 2004
0000667099,"Matrículo de Honor ,UNIVERSIDAD DEL CAUCA",Enerode 2005
0000667099,"Matrículo de Honor ,UNIVERSIDAD DEL CAUCA",Juliode 2005
0000061395,"Mencion de Honor a Mejor Tesis de Grado en Antropologia,UNIVERSIDAD DEL CAUCA",de 2002
0001278266,"Estudiante con mejor promedio de doctorado de antropologia Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Juniode 2015
0001278266,"reconocmiento obtenido en la convocatoria 2016 y 2017 de Colciencia, como investigador Asociado,Fundación Universitaria Maria Cano",Mayode 2018
0001278266,"Dedicacion, esfuerzo, compromiso, responsabilidad e idoneidad en el desarrollo de actividad investigativa,Fundación Universitaria Maria Cano",Mayode 2016
0001278266,"beca trabajo doctorado antropologia,UNIVERSIDAD DEL CAUCA",Enerode 2015
0001278266,"Media matricula Doctorado en antropologia dela Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Febrerode 2016
0001278266,"matricula de honor completa,UNIVERSIDAD DEL CAUCA",Enerode 2000
0001278266,"Media matricula  de honor ,UNIVERSIDAD DEL CAUCA",Juliode 2002
0001278266,"Media matricula  de honor ,UNIVERSIDAD DEL CAUCA",Enerode 1999
0001278266,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2001
0001278266,"Media matricula  de honor ,UNIVERSIDAD DEL CAUCA",Juliode 1999
0001278266,"Media matricula  de honor ,UNIVERSIDAD DEL CAUCA",Agostode 2000
0001278266,"Media matricula  de honor ,UNIVERSIDAD DEL CAUCA",Agostode 2001
0001278266,Mejor promedio Estudiante de Maestria Universidad del Valle,Febrerode 2007
0001278266,Mejor calificación ingreso a mestria  de salud publica de Universidad del Valle,Agostode 2006
0001278266,"Mencion honorifica de reconocimiento academico como mejor estudiante programa de Fisioterpia,UNIVERSIDAD DEL CAUCA",Noviembrede 2000
0001278266,"MOCIÒN DE FELICITACION Y RECONOCIMIENTO EN EL CAMPO ACADEMICO,UNIVERSIDAD DEL CAUCA",Noviembrede 2000
0001278266,"RECONOCIMIENTO INSTITUCIONAL INVESTIGADOR ASOCIADO ,Fundación Universitaria Maria Cano",Noviembrede 2019
0000762172,"Mención Meritoria,Instituto departamental de Bellas Artes de Cali",de 1995
0000762172,Primer premio XIII Salón de Mejoras Públicas de Cali,Septiembrede 1996
0000762172,Mención VI Salón Regional de Artistas,Agostode 1993
0000762172,Beca Jóvenes Creadores de Colcultura,Juliode 1993
0000762172,"Mención de honor IX Salón Rabinovich, Museo de Arte Moderno de Medellín",Noviembrede 1992
0000762172,"Beca de creación - Laboratorio mural para el Reconocimiento a las Víctimas de Patía, Cauca.,Centro Nacional de Memoria Histórica",Octubrede 2014
0000228753,"Matrícula de honor,UNIVERSIDAD DEL CAUCA",de 2002
0000011924,"Stockholm Challenge Award,Information Society",de 2003
0000011924,"Moción de Felicitación por su destacada participación con investigaciones en el V Congreso Colombiano de Enfermedades Infecciosas,Facultad de Salud - Universidad del Cauca",de 2001
0000011924,"Moción de Felicitación por los resultados obtenidos con el Grupo de Investigación en Inmunología y Enfermedades Infecciosas (Categoría B) en la Convocatoria Nacional para el Escalafón de Grupos de Investigación,Facultad de Salud - Universidad del Cauca",de 2001
0000011924,"World Summit Award,World Summit on the Information Society (WSIS)",de 2003
0000011924,"Moción de Felicitación por los resultados obtenidos con el Grupo de Investigaciones ANTROPOS (Categoría D) en la Convocatoria Nacional para el Escalafón de Grupos de Investigación,Departamento de Antropología -Universidad del Cauca",de 2001
0000011924,"Mención de Honor por Trabajo de Grado,Departamento de Antropología -Universidad del Cauca",de 2001
0000011924,"Inclusion en el 2000 Outstanding Scholars of the 21st Century. International Biographical Center, Cambridge - England. Ref:21SCH/INV,INTERNATIONAL BIOGRAPHICAL CENTER",de 2000
0000011924,"Premio Iberoamericano a la Excelencia Educativa,Consejo de Premio Iberoamericano a la Excelencia Educativa",de 2005
0000011924,"Premio Iberoamericano a las mejores iniciativas en E-learning,AXG Tecnonexo",de 2004
0000011924,"NetD@y - Creative Networks,Comisión Europea",de 2004
0000011924,"Calificación Meritoria,UNIVERSIDAD DE CALDAS",Abrilde 2009
0000011924,"Mención de Honor con el Grupo de Investigación en Inmunología y Enfermedades Infecciosas por su destacada participación con investigaciones en el V Congreso Colombiano de Enfermedades Infecciosas,Asociacion Colombiana De Infectología",de 2001
0000011924,"Beca - Pasantía en el Porgrama Jóvenes Investigadores,Ministerio de Ciencia, Tecnología e Innovación",de 2002
0000167401,"Tesis Meritoria, Otto de greift,UNIVERSIDAD DEL VALLE",de 1997
0000683515,"Tercer premio Primer Concurso Cultura Ciudadana,Alcaldía De Pasto",Juniode 2002
0000683515,10° mención honrosa en el certamen internacional a Diego Armando Maradona,Agostode 2017
0000683515,"Finalista II Certamen de Haikus ""Natsume Soseki""",Septiembrede 2017
0000683515,"Ganador Convocatoria Primer Seminario de Arte Contemporáneo ,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO",Septiembrede 2017
0000683515,"SEGUNDO PREMIO X SALÓN BINACIONAL DE ARTES,Municipio de Obando",Octubrede 2015
0000683515,"Mencion III Concurso Internacional Mil poemas por la Paz,UNIVERSIDAD DEL VALLE",Noviembrede 2014
0000683515,"Segundo Premio Primer Concurso Cultura Ciudadana Modalidad Cuento,Alcaldía De Pasto",Juniode 2002
0000683515,"SEGUNDA MENCION DE HONOR XXXIII SALON VICTORIANO SALAS,MUNICIPIO DE EL TAMBO",Enerode 2014
0000683515,"Ganador Premio Departamental de Literatura, modalidad Cuento ,Ministerio De Cultura De Colombia",Agostode 1998
0000683515,"Mención de honor Tercera versión del Uy Festival - Bogotá 2013. Modalidad filminuto,Ministerio De Cultura De Colombia",Noviembrede 2013
0000683515,"SEGUNDO PUESTO CERTAMEN INTERNACIONAL DE ILUSTRACION ALGECIRAS FANTÁSTICA,Universidad de Cádiz",Enerode 2017
0000683515,"Mención de honor Premio Nacional Universitario de Arte (Modalidad en Letras: Novela Breve) ,UNIVERSIDAD DEL CAUCA",Octubrede 2013
0000683515,"Ganador III Encuentro con la palabra género poesía,UNIVERSIDAD DE NARIÑO",Septiembrede 2002
0000683515,"Asesor de trabajo de grado de Juan Jimenez . Premio ganador PROYECTO TESIS 2013. Reconocimiento al mejor trabajo de grado en Artes en el país,CORPORACIÓN UNIVERSITARIA MINUTO DE DIOS - UNIMINUTO",Agostode 2013
0000683515,"Primer PREMIO I CONCURSO  INTERNACIONAL DE CUENTO ""Lesbianas en un centenar de palabras""",Diciembrede 2013
0000949442,"Proyecto ganador de la convocatoria nacional de estímulos, año 2015,Ministerio De Cultura De Colombia",Mayode 2015
0000949442,"Primer puesto en la segunda convocatoria nacional de propuestas artísticas y culturales de memoria - línea de intervención en espacio público,Centro Nacional de Memoria Histórica",Agostode 2014
0001440503,Tesis de grado: Corazón de Jaguar. Mención: Laureado,Marzode 1999
0001440503,Tesis de grado Maestría en Etnoliteratura: Huacakicuna. Márgenes de la Filosofía entre los Andes. Mención: Laureado,Abrilde 2005
0001410825,"Reconocimiento a al trabajo: ""Mejoramiento de la Formación Ambiental y la Educación Ambiental en la Universidad del cauca"",Ministerio de Ambiente y Desarrollo Sostenible",Juniode 2018
0001410825,"Reconocimiento por el desempeño y contribución a la mejora continua institucional como Gestora de Calidad.,UNIVERSIDAD DEL CAUCA",Diciembrede 2022
0000061360,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",de 2004
0000512869,MENCIÓN DE HONOR DE DOCTORADO UNIVERSIDAD DEL CAUCA,Mayode 2015
0001377643,"vigésimo Congreso Gastronómico de Popayán 2022,Corporación Gastronómica de Popayán",Septiembrede 2022
0001377643,"reconocimiento de Sapiens Research Group al grupo Ficmos ¿ Fisioterapia, cuerpo, movimiento y salud en el 3er puesto, categorìa ¿Circulación de conocimiento especializado¿,Sapiens Research SAS",Agostode 2016
0001377643,"mención de honor trabajo de pregrado,UNIVERSIDAD DEL CAUCA",Diciembrede 2002
0001377643,"vigésimo Congreso Gastronómico de Popayán,Alcaldia Municipal De Popayan",Septiembrede 2022
0000061387,"Moción de Felicitación y Reconocimiento por la Organización del II Congreso para Médicos Generales del Suroccidente Colombiano,Consejo de Facultad de Ciencias de la Salud. Universidad del Cauca",de 2004
0000061387,"Moción de Felicitación y Reconocimiento por la Organización del I Congreso para Médicos Generales del Suroccidente Colombiano,Consejo de Facultad de Ciencias de la Salud. Universidad del Cauca",de 2003
0000061387,"Mención de Honor,Consejo Estudiantil, Facultad de Ciencias de la Salud, Universidad del Cauca",de 2001
0000061387,"Moción de Felicitación y Reconocimiento,Consejo Estudiantil, Facultad de Ciencias de la Salud, Universidad del Cauca",de 2000
0000061387,"Moción de Felicitación y Reconocimiento,Consejo de Facultad, Facultad de Ciencias de la Salud, Universidad del Cauca",de 2001
0000013528,"Significativa labor en favor de la Investigación,UNIVERSIDAD DEL CAUCA",Marzode 2017
0000013528,"Resolución R-493 de 30 de septiembre de 2008 por la cual se exalta la labor por la iniciativa, participación y contribución en el diseño, creación y fortalecimiento  Sistema Investigaciones UNICAUCA,RECTORÍA UNIVERSIDAD DEL CAUCA",de 2008
0000013528,"Valiosos aportes al desarrollo turístico de la región y del país,Universidad De San Buenaventura",Mayode 2017
0000013528,"Resolución No 001 de 8 de febrero de 2006, Reconocimiento institucional a Grupos de Investigación registrados y clasificados por COLCIENCIAS, por su producción científica y tecnológica,Consejo de Investigaciones Universidad del Cauca",de 2006
0000013528,"NOTA DE RECONOCIMIENTO POR RECATEGORIZACIÓN ESCALAFON COLCIENCIAS,Departamento Contable Facultad de Ciencias Contables, Económicas y Administrativas UNICAUCA",de 2006
0000013528,"Trayectoria investigativa, calidad de producción y excelencia científica,UNIVERSIDAD DEL CAUCA",Juniode 2018
0000013528,"Reconocimiento al Grupo de Investigación en Desarrollo Turístico y Regional (GITUR) por su clasificación por COLCIENCIAS como Grupo Reconocido,UNIVERSIDAD DEL CAUCA",Noviembrede 2018
0000013528,"Jonas Rundquist a la innovación desde el proyecto Conformación de Núcleos de Innovación Fundamentados en Gestión del Conocimiento para el desarrollo de productos innovadores en el Cauca,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0000013528,"Resolución 059 del 20 de febrero de 2001, por la cual se exalta la labor investigativa del Grupo de Investigación del Grupo de Investigación en Desarrollo Turístico,UNIVERSIDAD DEL CAUCA",de 2001
0000013528,"Resolución No 215, 7 de noviembre de 2002, Por la cual se otorga una distinción a docentes y administrativos de la Universidad del Cauca, como Universitario destacado 2002,UNIVERSIDAD DEL CAUCA",de 2002
0001357697,"Finalista Concurso Tecnología NFC. Touching the Future: NFC Forum Global Competition. ,NFC FORUM",Abrilde 2008
0001357697,"Reconocimiento Investigador Asociado (I),COLCIENCIAS / EcosNord",Enerode 2017
0001357697,"Reconocimiento por clasificación como Investigador Asociado ,UNIVERSIDAD DEL CAUCA",Mayode 2018
0001357697,"Reconocimiento Grado Académico de Doctorado en Economía de la Empresa,UNIVERSIDAD DEL CAUCA",Octubrede 2017
0001357697,"Nominada Categoría Académico-Investigativo. Reconocimiento a Egresados.,UNIVERSIDAD DEL CAUCA",Mayode 2016
0001357697,"Matrícula de honor en estudio de postgrado -  Asignatura ¿Dirección y técnica de ventas¿,UNIVERSIDAD REY JUAN CARLOS",Febrerode 2008
0001357697,"Matriculas de Honor para estudio de pregrado, de 5 a 10 semestre. ,UNIVERSIDAD DEL CAUCA",Marzode 2004
